trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
740,False,"{'a': 0.9, 'e': 0.011639235460581486}",30,8,39.1871664403277,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.9, 'e': 0.011569400047817997}",20,10,17.551766982117044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.9, 'e': 0.01149998364753109}",25,6,25.4303996773792,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.9, 'e': 0.011430983745645903}",25,11,11.312284593798204,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
744,False,"{'a': 0.9, 'e': 0.011362397843172027}",20,8,24.744990073760153,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.9, 'e': 0.011294223456112995}",20,8,22.383510703527204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.9, 'e': 0.011226458115376316}",20,5,24.292680515721695,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.9, 'e': 0.011159099366684059}",20,7,22.395228043263145,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.9, 'e': 0.011092144770483954}",25,7,34.98763466478463,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.9, 'e': 0.01102559190186105}",30,11,38.27186978861429,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.9, 'e': 0.010959438350449885}",25,10,27.114376890485183,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.9, 'e': 0.010893681720347185}",25,12,26.76721938698127,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.9, 'e': 0.010828319630025101}",25,15,20.78020298274282,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.9, 'e': 0.01076334971224495}",35,14,39.27360766408732,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.9, 'e': 0.010698769613971482}",30,8,40.842044818347944,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.9, 'e': 0.010634576996287653}",20,0,27.50807072610465,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.9, 'e': 0.010570769534309927}",20,6,22.512805609555087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.9, 'e': 0.010507344917104066}",20,10,16.889012797687208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.9, 'e': 0.010444300847601442}",30,20,17.714864898460533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.9, 'e': 0.010381635042515833}",25,17,13.64998436260931,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.9, 'e': 0.010319345232260739}",25,10,25.347180784714038,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.9, 'e': 0.010257429160867174}",20,10,17.428717258831455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.9, 'e': 0.010195884585901972}",20,0,-4.899848360773175,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
763,False,"{'a': 0.9, 'e': 0.010134709278386559}",30,12,25.76842423060831,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.9, 'e': 0.01007390102271624}",20,13,13.144987893131782,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.9, 'e': 0.010013457616579942}",30,0,31.952097992585603,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.9, 'e': 0.009953376870880463}",20,14,10.659657227044224,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,14,21.218575077309325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,16,8.715848206483216,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,8,20.514060859512956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,13,24.27420085280864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,10,15.212215043337844,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,5,26.32214439526371,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,7,38.53934823536482,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,16,7.588539578676473,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,15,16.431096901392323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,18,13.830435897180623,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
